rank,word,count,
2006,operation,884,
2007,suck,883,
2008,offered,882,
2009,hm,882,
2010,ends,882,
2011,dump,882,
2012,rent,881,
2013,marshall,881,
2014,remembered,880,
2015,lieutenant,880,
2016,trade,879,
2017,thanksgiving,879,
2018,rain,879,
2019,revenge,877,
2020,physical,877,
2021,available,877,
2022,program,876,
2023,prefer,876,
2024,baby's,875,
2025,spare,873,
2026,pray,873,
2027,disappeared,873,
2028,aside,873,
2029,statement,872,
2030,sometime,871,
2031,animal,871,
2032,sugar,870,
2033,ricky,870,
2034,meat,870,
2035,fantastic,870,
2036,breathing,870,
2037,laughing,869,
2038,itself,869,
2039,tip,868,
2040,stood,868,
2041,market,868,
2042,raul,866,
2043,affair,865,
2044,stephen,862,
2045,ours,862,
2046,depends,862,
2047,cook,862,
2048,babe,862,
2049,main,861,
2050,woods,860,
2051,protecting,860,
2052,jury,859,
2053,harley,859,
2054,national,857,
2055,brave,856,
2056,storm,855,
2057,large,854,
2058,prince,853,
2059,jack's,853,
2060,interview,853,
2061,daniel,852,
2062,roger,851,
2063,football,851,
2064,fingers,851,
2065,murdered,850,
2066,stan,849,
2067,sexy,849,
2068,julia,849,
2069,explanation,847,
2070,da,847,
2071,process,846,
2072,picking,846,
2073,based,846,
2074,style,845,
2075,stone,845,
2076,pieces,845,
2077,blah,845,
2078,assistant,845,
2079,stronger,844,
2080,block,844,
2081,aah,844,
2082,newman,843,
2083,bullshit,843,
2084,pie,842,
2085,handsome,842,
2086,unbelievable,841,
2087,anytime,841,
2088,nearly,840,
2089,maureen,840,
2090,shake,839,
2091,everyone's,839,
2092,oakdale,838,
2093,cars,838,
2094,wherever,837,
2095,serve,837,
2096,pulling,836,
2097,points,836,
2098,medicine,835,
2099,facts,833,
2100,waited,832,
2101,pete,832,
2102,lousy,832,
2103,circumstances,832,
2104,stage,831,
2105,lucas,831,
2106,disappointed,831,
2107,weak,830,
2108,trusted,830,
2109,license,830,
2110,nothin,829,
2111,community,829,
2112,trey,828,
2113,jan,828,
2114,trash,827,
2115,understanding,826,
2116,slip,826,
2117,cab,826,
2118,abby,826,
2119,sounded,824,
2120,awake,824,
2121,friendship,823,
2122,stomach,821,
2123,weapon,820,
2124,threatened,820,
2125,don,820,
2126,mystery,818,
2127,sean,817,
2128,official,816,
2129,lee,816,
2130,dick,816,
2131,regular,813,
2132,donna,813,
2133,river,812,
2134,malcolm,812,
2135,vegas,811,
2136,valley,811,
2137,understood,811,
2138,contract,811,
2139,bud,811,
2140,sexual,810,
2141,race,810,
2142,basically,810,
2143,switch,809,
2144,lake,809,
2145,frankly,809,
2146,issues,808,
2147,cheap,808,
2148,lifetime,807,
2149,deny,807,
2150,painting,806,
2151,ear,806,
2152,clock,806,
2153,baldwin,806,
2154,weight,805,
2155,garbage,805,
2156,why'd,803,
2157,tear,803,
2158,ears,803,
2159,dig,803,
2160,bullet,803,
2161,selling,802,
2162,setting,801,
2163,indeed,800,
2164,gus,800,
2165,changing,799,
2166,singing,798,
2167,tiny,797,
2168,particular,797,
2169,draw,797,
2170,decent,797,
2171,susan,796,
2172,super,796,
2173,spring,796,
2174,santos,796,
2175,avoid,796,
2176,messed,795,
2177,united,794,
2178,filled,794,
2179,touched,792,
2180,score,792,
2181,people's,792,
2182,disappear,791,
2183,stranger,790,
2184,exact,790,
2185,pills,789,
2186,kicked,789,
2187,harm,789,
2188,recently,788,
2189,ma,788,
2190,snow,786,
2191,fortune,786,
2192,strike,785,
2193,pretending,784,
2194,raised,783,
2195,annie,783,
2196,slayer,782,
2197,monkey,782,
2198,insurance,782,
2199,fancy,782,
2200,sydney,781,
2201,drove,781,
2202,cared,781,
2203,belongs,781,
2204,nights,780,
2205,shape,779,
2206,dogs,779,
2207,lorelai,778,
2208,jackie,778,
2209,base,777,
2210,maggie,776,
2211,lift,776,
2212,lewis,776,
2213,stock,775,
2214,sonny's,775,
2215,fashion,775,
2216,freedom,774,
2217,timing,773,
2218,johnny,773,
2219,guarantee,773,
2220,chest,773,
2221,bridge,773,
2222,woke,772,
2223,tabitha,772,
2224,source,772,
2225,patients,772,
2226,theory,770,
2227,lisa,770,
2228,camp,770,
2229,original,769,
2230,juice,769,
2231,burned,769,
2232,access,769,
2233,watched,768,
2234,heading,767,
2235,selfish,766,
2236,oil,766,
2237,drinks,766,
2238,wise,765,
2239,morgan,765,
2240,ashley,765,
2241,failed,764,
2242,period,763,
2243,doll,763,
2244,committed,763,
2245,elevator,762,
2246,freeze,761,
2247,noise,760,
2248,exist,760,
2249,science,759,
2250,pair,759,
2251,edge,759,
2252,wasting,758,
2253,sat,757,
2254,player,757,
2255,ceremony,757,
2256,cartman,757,
2257,pig,756,
2258,uncomfortable,755,
2259,ted,755,
2260,peg,755,
2261,guns,755,
2262,vacation,754,
2263,staring,754,
2264,files,753,
2265,bike,753,
2266,weather,752,
2267,name's,752,
2268,mostly,752,
2269,stress,751,
2270,kristina,751,
2271,sucks,750,
2272,permission,750,
2273,arrived,750,
2274,thrown,749,
2275,possibility,749,
2276,faster,749,
2277,example,749,
2278,borrow,749,
2279,casey,748,
2280,release,747,
2281,ate,747,
2282,notes,746,
2283,joy,746,
2284,hoo,746,
2285,library,745,
2286,junior,745,
2287,property,744,
2288,negative,744,
2289,fabulous,744,
2290,event,743,
2291,doors,743,
2292,screaming,742,
2293,vision,741,
2294,nancy,741,
2295,member,741,
2296,bone,741,
2297,battle,741,
2298,xander,738,
2299,giles,738,
2300,safety,737,
2301,term,736,
2302,devil,736,
2303,what're,735,
2304,meal,735,
2305,fellow,734,
2306,asshole,734,
2307,apology,734,
2308,anger,734,
2309,honeymoon,733,
2310,wet,732,
2311,bail,732,
2312,parking,731,
2313,fucked,731,
2314,non,730,
2315,hung,730,
2316,protection,727,
2317,manager,727,
2318,fixed,727,
2319,families,727,
2320,dawn,727,
2321,sports,726,
2322,chinese,726,
2323,campaign,726,
2324,map,725,
2325,wash,724,
2326,stolen,724,
2327,sensitive,724,
2328,stealing,723,
2329,photo,722,
2330,chose,722,
2331,russell,721,
2332,lets,721,
2333,comfort,721,
2334,worrying,720,
2335,whom,720,
2336,pocket,717,
2337,mateo,717,
2338,bleeding,717,
2339,students,716,
2340,shoulder,716,
2341,ignore,716,
2342,fourth,716,
2343,neighborhood,715,
2344,fbi,715,
2345,talent,714,
2346,spaulding,714,
2347,carmen,714,
2348,tied,713,
2349,garage,713,
2350,dies,710,
2351,demons,710,
2352,travel,709,
2353,diana,709,
2354,success,708,
2355,dumped,708,
2356,witches,707,
2357,training,707,
2358,rude,707,
2359,crack,707,
2360,model,706,
2361,bothering,706,
2362,radar,705,
2363,grew,704,
2364,willow,703,
2365,remain,703,
2366,soft,702,
2367,meantime,701,
2368,gimme,701,
2369,connected,700,
2370,chase,700,
2371,kinds,699,
2372,cast,699,
2373,cancer,699,
2374,abe,699,
2375,v,698,
2376,sky,698,
2377,likely,698,
2378,laurence,698,
2379,fate,698,
2380,buried,698,
2381,hug,697,
2382,brother's,697,
2383,driver,696,
2384,concentrate,696,
2385,throat,695,
2386,prom,695,
2387,messages,695,
2388,east,695,
2389,unit,694,
2390,intend,694,
2391,hayward,694,
2392,dan,694,
2393,crew,694,
2394,ashamed,694,
2395,somethin,693,
2396,midnight,692,
2397,manage,692,
2398,guilt,692,
2399,weapons,691,
2400,terms,691,
2401,interrupt,691,
2402,guts,690,
2403,tongue,689,
2404,distance,689,
2405,conference,689,
2406,treatment,688,
2407,shoe,688,
2408,kane,688,
2409,basement,688,
2410,alexandra,688,
2411,sentence,687,
2412,purse,687,
2413,hilda,686,
2414,glasses,686,
2415,cabin,686,
2416,universe,685,
2417,towards,685,
2418,repeat,685,
2419,mirror,685,
2420,wound,684,
2421,travers,684,
2422,matthew,684,
2423,tall,683,
2424,reaction,683,
2425,odd,683,
2426,engagement,683,
2427,therapy,682,
2428,letters,682,
2429,emotional,682,
2430,runs,681,
2431,magazine,681,
2432,jeez,681,
2433,decisions,681,
2434,soup,680,
2435,daughter's,680,
2436,thrilled,679,
2437,buchanan,679,
2438,society,677,
2439,managed,677,
2440,dixie,677,
2441,sue,676,
2442,stake,676,
2443,rex,676,
2444,chef,676,
2445,moves,675,
2446,awesome,675,
2447,genius,674,
2448,extremely,674,
2449,entirely,674,
2450,tory,673,
2451,nasty,673,
2452,moments,673,
2453,expensive,673,
2454,counting,673,
2455,shots,672,
2456,kidnapped,672,
2457,square,671,
2458,seattle,671,
2459,son's,670,
2460,london,670,
2461,cleaning,670,
2462,shift,669,
2463,plate,669,
2464,zack,668,
2465,impressed,668,
2466,smells,667,
2467,trapped,666,
2468,male,666,
2469,tour,664,
2470,aidan,664,
2471,knocked,663,
2472,charming,662,
2473,attractive,662,
2474,argue,662,
2475,sunday,661,
2476,puts,661,
2477,whip,660,
2478,language,660,
2479,heck,660,
2480,embarrassed,660,
2481,settled,659,
2482,package,659,
2483,laid,659,
2484,animals,659,
2485,hitting,658,
2486,disease,658,
2487,bust,658,
2488,stairs,657,
2489,lizzie,657,
2490,alarm,657,
2491,pure,656,
2492,nail,656,
2493,nerve,655,
2494,incredibly,655,
2495,hill,655,
2496,walks,654,
2497,lane,654,
2498,dirt,654,
2499,bond,654,
2500,stamp,653,
2501,sister's,653,
2502,becoming,652,
2503,terribly,651,
2504,friendly,651,
2505,easily,651,
2506,damned,651,
2507,jobs,650,
2508,suffering,649,
2509,disgusting,649,
2510,washington,647,
2511,stopping,647,
2512,deliver,647,
2513,riding,646,
2514,helps,646,
2515,federal,646,
2516,disaster,646,
2517,bars,646,
2518,dna,645,
2519,crossed,645,
2520,rate,644,
2521,create,644,
2522,trap,643,
2523,claim,643,
2524,christine,643,
2525,california,643,
2526,talks,642,
2527,eggs,642,
2528,effect,642,
2529,chick,642,
2530,turkey,641,
2531,threatening,641,
2532,spoken,641,
2533,snake,641,
2534,introduce,641,
2535,rescue,640,
2536,confession,640,
2537,embarrassing,639,
2538,bags,639,
2539,lover,638,
2540,impression,638,
2541,gate,638,
2542,kim,637,
2543,fantasy,637,
2544,year's,636,
2545,reputation,636,
2546,balls,636,
2547,attacked,636,
2548,among,635,
2549,lt,634,
2550,knowledge,634,
2551,presents,633,
2552,inn,633,
2553,europe,633,
2554,chat,632,
2555,suffer,631,
2556,bryant,631,
2557,argument,631,
2558,talkin,630,
2559,crowd,630,
2560,montgomery,628,
2561,homework,628,
2562,fought,628,
2563,coincidence,628,
2564,cancel,627,
2565,accepted,627,
2566,rip,626,
2567,pride,626,
2568,solve,625,
2569,hopefully,625,
2570,walter,624,
2571,pounds,624,
2572,pine,624,
2573,mate,624,
2574,illegal,624,
2575,generous,624,
2576,tommy,623,
2577,streets,623,
2578,matt,623,
2579,director,623,
2580,glen,622,
2581,con,622,
2582,separate,621,
2583,outfit,621,
2584,maid,621,
2585,bath,621,
2586,punch,620,
2587,phil,620,
2588,mayor,620,
2589,helen,619,
2590,freaked,619,
2591,begging,619,
2592,recall,618,
2593,enjoying,618,
2594,bug,618,
2595,woman's,617,
2596,prepare,617,
2597,parts,616,
2598,wheel,615,
2599,signal,615,
2600,nikki,615,
2601,direction,615,
2602,defend,615,
2603,signs,614,
2604,painful,614,
2605,caroline,614,
2606,yourselves,613,
2607,walls,613,
2608,rat,613,
2609,maris,613,
2610,amount,613,
2611,that'd,612,
2612,suspicious,612,
2613,hearts,612,
2614,flat,612,
2615,cooking,612,
2616,button,612,
2617,warned,611,
2618,sixty,611,
2619,pity,611,
2620,parties,611,
2621,crisis,611,
2622,rae,610,
2623,coach,610,
2624,abbott,610,
2625,row,609,
2626,baseball,609,
2627,yelling,608,
2628,leads,608,
2629,awhile,608,
2630,pen,607,
2631,confidence,607,
2632,offering,606,
2633,falls,606,
2634,carter,606,
2635,image,605,
2636,farm,605,
2637,pleased,604,
2638,panic,604,
2639,monday,604,
2640,hers,604,
2641,gettin,604,
2642,smith,603,
2643,role,603,
2644,refuse,603,
2645,determined,603,
2646,jane,602,
2647,hell's,602,
2648,grandpa,602,
2649,progress,601,
2650,mexico,601,
2651,testify,600,
2652,passing,600,
2653,military,600,
2654,choices,600,
2655,artist,600,
2656,william,599,
2657,wh,599,
2658,uhh,599,
2659,gym,599,
2660,cruel,599,
2661,wings,598,
2662,traffic,598,
2663,pink,598,
2664,bodies,598,
2665,mental,597,
2666,gentleman,597,
2667,coma,597,
2668,poison,596,
2669,cutting,596,
2670,proteus,595,
2671,guests,595,
2672,girl's,595,
2673,expert,595,
2674,bull,595,
2675,benefit,595,
2676,bell,595,
2677,faces,594,
2678,cases,594,
2679,mimi,592,
2680,ghost,592,
2681,led,591,
2682,jumped,591,
2683,audrey,591,
2684,toilet,590,
2685,secretary,590,
2686,sneak,589,
2687,q,589,
2688,mix,589,
2689,marty,589,
2690,greta,589,
2691,firm,589,
2692,halloween,588,
2693,barry,588,
2694,agreement,588,
2695,privacy,587,
2696,dates,587,
2697,anniversary,587,
2698,smoking,586,
2699,reminds,586,
2700,pot,586,
2701,created,586,
2702,wesley,585,
2703,twins,585,
2704,swing,585,
2705,successful,585,
2706,season,585,
2707,scream,585,
2708,considered,585,
2709,solid,584,
2710,options,584,
2711,flash,584,
2712,commitment,584,
2713,senior,583,
2714,ill,583,
2715,else's,583,
2716,crush,583,
2717,ambulance,583,
2718,wallet,582,
2719,thomas,582,
2720,logan,582,
2721,discovered,582,
2722,officially,581,
2723,gang,581,
2724,til,580,
2725,rise,580,
2726,reached,580,
2727,eleven,580,
2728,option,579,
2729,laundry,579,
2730,former,579,
2731,assure,579,
2732,stays,578,
2733,skip,578,
2734,hunt,578,
2735,fail,578,
2736,accused,578,
2737,wide,577,
2738,robert,577,
2739,challenge,577,
2740,snyder,576,
2741,popular,576,
2742,learning,576,
2743,discussion,576,
2744,clinic,576,
2745,plant,575,
2746,exchange,575,
2747,betrayed,575,
2748,bro,574,
2749,sticking,573,
2750,university,572,
2751,target,572,
2752,members,572,
2753,lower,572,
2754,bored,572,
2755,mansion,571,
2756,soda,570,
2757,silver,570,
2758,sheriff,570,
2759,suite,569,
2760,handled,569,
2761,busted,569,
2762,senator,568,
2763,harold,568,
2764,load,567,
2765,happier,567,
2766,younger,566,
2767,studying,566,
2768,romance,566,
2769,procedure,566,
2770,ocean,566,
2771,section,565,
2772,fred,565,
2773,winter,564,
2774,sec,563,
2775,commit,563,
2776,bones,563,
2777,assignment,563,
2778,suicide,562,
2779,spread,562,
2780,quinn,562,
2781,minds,562,
2782,fishing,562,
2783,swim,561,
2784,ending,561,
2785,bat,561,
2786,yell,560,
2787,llanview,559,
2788,league,559,
2789,chasing,559,
2790,seats,558,
2791,proper,558,
2792,holiday,558,
2793,command,558,
2794,believes,558,
2795,humor,557,
2796,hopes,557,
2797,fifth,557,
2798,winning,556,
2799,solution,556,
2800,leader,556,
2801,yellow,555,
2802,theresa's,555,
2803,sharp,555,
2804,sale,554,
2805,randy,554,
2806,lawyers,554,
2807,giant,554,
2808,nor,553,
2809,material,553,
2810,latest,553,
2811,ash,553,
2812,highly,552,
2813,escaped,552,
2814,audience,552,
2815,winner,551,
2816,parent,551,
2817,burns,551,
2818,tricks,550,
2819,insist,550,
2820,dropping,550,
2821,cheer,550,
2822,medication,549,
2823,higher,549,
2824,flesh,549,
2825,district,549,
2826,wood,548,
2827,routine,548,
2828,zelda,547,
2829,cookies,547,
2830,century,547,
2831,shared,546,
2832,sandwich,546,
2833,psycho,546,
2834,handed,546,
2835,false,546,
2836,beating,546,
2837,appear,546,
2838,adult,546,
2839,warrant,545,
2840,spike,545,
2841,garden,545,
2842,family's,545,
2843,awfully,545,
2844,odds,544,
2845,article,544,
2846,treating,543,
2847,thin,543,
2848,suggesting,543,
2849,palmer,543,
2850,fever,543,
2851,female,543,
2852,sweat,542,
2853,silent,542,
2854,specific,541,
2855,clever,541,
2856,sweater,540,
2857,request,540,
2858,prize,540,
2859,mall,540,
2860,tries,539,
2861,mile,539,
2862,manning,539,
2863,fully,539,
2864,estate,539,
2865,diamond,539,
2866,union,538,
2867,sharing,538,
2868,jamie,537,
2869,assuming,537,
2870,judgment,536,
2871,goodnight,536,
2872,divorced,536,
2873,quality,534,
2874,despite,534,
2875,colby,534,
2876,surely,533,
2877,steps,533,
2878,jet,533,
2879,confess,533,
2880,bart,533,
2881,mountain,532,
2882,math,532,
2883,listened,532,
2884,comin,532,
2885,answered,532,
2886,vulnerable,531,
2887,boston,531,
2888,bless,531,
2889,dreaming,530,
2890,rooms,529,
2891,claire,529,
2892,chip,529,
2893,zero,528,
2894,potential,528,
2895,pissed,528,
2896,nate,528,
2897,kills,528,
2898,grant,528,
2899,wolf,527,
2900,tears,527,
2901,knees,527,
2902,chill,527,
2903,carly's,527,
2904,blonde,527,
2905,brains,526,
2906,agency,526,
2907,harvard,525,
2908,degree,525,
2909,unusual,524,
2910,wife's,523,
2911,joint,523,
2912,rob,522,
2913,packed,522,
2914,mel,522,
2915,dreamed,522,
2916,cure,522,
2917,covering,522,
2918,newspaper,521,
2919,lookin,521,
2920,coast,521,
2921,grave,520,
2922,egg,519,
2923,direct,519,
2924,cheating,519,
2925,breaks,519,
2926,quarter,518,
2927,orange,518,
2928,mixed,518,
2929,locker,518,
2930,husband's,518,
2931,gifts,518,
2932,brand,518,
2933,awkward,518,
2934,toy,517,
2935,thursday,517,
2936,rare,517,
2937,policy,517,
2938,pilar,517,
2939,kid's,517,
2940,joking,517,
2941,competition,517,
2942,classes,517,
2943,assumed,517,
2944,reasonable,516,
2945,dozen,516,
2946,curse,516,
2947,quartermaine,515,
2948,millions,515,
2949,dessert,515,
2950,rolling,514,
2951,detail,514,
2952,alien,514,
2953,served,513,
2954,delicious,513,
2955,closing,513,
2956,vampires,512,
2957,released,512,
2958,mackenzie,512,
2959,ancient,512,
2960,wore,511,
2961,value,510,
2962,tail,510,
2963,site,510,
2964,secure,510,
2965,salad,510,
2966,murderer,510,
2967,margaret,510,
2968,hits,510,
2969,toward,509,
2970,spit,509,
2971,screen,509,
2972,pilot,509,
2973,penny,509,
2974,offense,509,
2975,dust,509,
2976,conscience,509,
2977,carl,509,
2978,bread,509,
2979,answering,509,
2980,admitted,509,
2981,lame,508,
2982,invitation,508,
2983,hidden,508,
2984,grief,508,
2985,smiling,507,
2986,path,507,
2987,homer,507,
2988,destiny,507,
2989,del,507,
2990,stands,506,
2991,bowl,506,
2992,pregnancy,505,
2993,laurie,505,
2994,hollywood,505,
2995,co,505,
2996,prisoner,504,
2997,delivery,504,
2998,jenny,503,
2999,guards,503,
3000,desire,503,